"match_variant","date","map","playlist","place","game_id"
"Team Slayer","8/14/2008 4:08:20 PM","The Pit","Team Doubles","1st","683985904"
"1 Flag CTF","8/14/2008 3:55:13 PM","High Ground","Team Objective","2nd","683956409"
"Assault","8/14/2008 3:37:13 PM","Standoff","Team Objective","1st","683914775"
"Team Crazy King","8/14/2008 3:30:30 PM","Construct","Team Objective","2nd","683899590"
"Team Crazy King","8/14/2008 3:20:34 PM","Construct","Team Objective","2nd","683877186"
"Grifball","8/14/2008 3:04:58 PM","Foundry","Grifball","1st","683841071"
"Team BRs","8/14/2008 2:35:07 PM","Epitaph","Team Doubles","1st","683770675"
"Team Slayer","8/14/2008 2:25:59 PM","Construct","Team Doubles","1st","683749072"
"Team Oddball","8/14/2008 2:15:31 PM","Construct","Team Doubles","2nd","683724696"
"Team Slayer","8/14/2008 2:07:35 PM","Foundry","Team Doubles","1st","683705936"
"Team BRs","8/14/2008 1:48:48 PM","Snowbound","Team Slayer","1st","683661101"
"Team BRs","8/14/2008 1:40:08 PM","Last Resort","Team Slayer","2nd","683640327"
"Team BRs","8/14/2008 1:21:42 PM","Foundry","Team Slayer","2nd","683598076"
"Team Slayer","8/14/2008 1:08:04 PM","Guardian","Team Doubles","2nd","683567034"
"Team Slayer","8/14/2008 12:54:35 PM","Construct","Team Doubles","1st","683536156"
"Crazy King","8/14/2008 12:42:29 PM","Construct","Team Doubles","2nd","683508795"
"Team BRs","8/14/2008 12:34:20 PM","Construct","Team Doubles","1st","683491795"
"Team Slayer","8/14/2008 12:23:30 PM","Last Resort","Social Slayer","1st","683468298"
"Big Team Slayer","8/14/2008 7:45:29 AM","Standoff","Ranked Big Team","1st","683050711"
"Big Team Slayer","8/14/2008 7:34:10 AM","Valhalla","Ranked Big Team","1st","683040526"
"Big Team Slayer","8/14/2008 7:18:41 AM","Sandtrap","Ranked Big Team","1st","683028791"
"2 Flag Heavy","8/14/2008 6:59:04 AM","Valhalla","Ranked Big Team","1st","683013722"
"1 Flag CTF","8/14/2008 6:48:12 AM","Valhalla","Ranked Big Team","1st","683006010"
"Big Team Slayer","8/14/2008 6:31:21 AM","Last Resort","Ranked Big Team","1st","682995528"
"Swords","8/14/2008 5:24:51 AM","Narrows","Rumble Pit","1st","682993122"
"Big Team Slayer","8/14/2008 6:19:40 AM","Sandtrap","Ranked Big Team","1st","682988715"
"Big Team Slayer","8/14/2008 6:05:15 AM","Rat's Nest","Ranked Big Team","1st","682980640"
"Team Slayer","8/14/2008 5:45:07 AM","Construct","Social Slayer","1st","682970187"
"Team Snipers","8/13/2008 5:32:21 PM","Last Resort","Team Slayer","2nd","682018053"
"Rocket Race","8/13/2008 5:20:12 PM","Rat's Nest","Rocket Race","2nd","681989892"
"Team BRs","8/13/2008 5:14:14 PM","Guardian","Team Doubles","1st","681976316"
"Team BRs","8/13/2008 5:04:19 PM","Isolation","Team Doubles","1st","681955463"
"Team Oddball","8/13/2008 4:47:24 PM","Construct","Team Doubles","1st","681919479"
"Team Slayer","8/13/2008 4:38:45 PM","Narrows","Team Slayer","2nd","681900978"
"Team BRs","8/13/2008 4:26:12 PM","Construct","Team Slayer","2nd","681874090"
"Team BRs","8/13/2008 4:10:47 PM","Last Resort","Team Slayer","1st","681841952"
"Team Slayer","8/13/2008 3:56:36 PM","The Pit","Team Slayer","2nd","681810072"
"Team BRs","8/13/2008 3:44:33 PM","Snowbound","Team Slayer","1st","681783465"
"Team Snipers","8/13/2008 3:24:46 PM","Narrows","Team Slayer","2nd","681741222"
"Shotty Snipers","8/13/2008 3:13:00 PM","Narrows","Social Slayer","2nd","681715271"
"Team Slayer","8/13/2008 3:00:12 PM","High Ground","Multi Team","2nd","681686517"
"Big Team Slayer","8/13/2008 6:35:50 AM","Valhalla","Ranked Big Team","1st","680864163"
"Team Slayer","8/13/2008 6:22:27 AM","Guardian","Team Slayer","2nd","680856179"
"Team BRs","8/13/2008 6:06:05 AM","Narrows","Team Slayer","1st","680846790"
"Team Slayer","8/13/2008 5:51:51 AM","Foundry","Team Slayer","1st","680839137"
"Team BRs","8/13/2008 5:38:21 AM","Snowbound","Team Slayer","1st","680832423"
"Team BRs","8/13/2008 5:27:18 AM","Snowbound","Team Slayer","1st","680827190"
"Shotty Snipers","8/13/2008 5:13:53 AM","The Pit","Social Slayer","1st","680821274"
"Slayer","8/13/2008 4:57:14 AM","Guardian","Rumble Pit","3rd","680813648"
"Hammerzeit","8/13/2008 4:45:20 AM","Narrows","Rumble Pit","4th","680808502"
"Team BRs","8/12/2008 5:53:09 PM","Foundry","Team Doubles","1st","679924872"
"Slayer BRs","8/12/2008 5:40:30 PM","The Pit","Lone Wolves","4th","679895763"
"Shotty Snipers","8/12/2008 5:27:38 PM","Valhalla","Team Slayer","2nd","679867579"
"Team BRs","8/12/2008 5:18:01 PM","High Ground","Team Slayer","2nd","679846585"
"Team BRs","8/12/2008 5:15:52 PM","Guardian","Team Slayer","2nd","679841089"
"Team Slayer","8/12/2008 4:57:16 PM","High Ground","Team Slayer","1st","679801042"
"Team BRs","8/12/2008 4:44:04 PM","Narrows","Team Slayer","2nd","679770822"
"Team BRs","8/12/2008 4:35:09 PM","Foundry","Team Slayer","1st","679752011"
"Slayer BRs","8/12/2008 4:18:43 PM","Guardian","Lone Wolves","1st","679738884"
"Slayer","8/12/2008 4:06:02 PM","Foundry","Lone Wolves","1st","679688468"
"Slayer","8/12/2008 3:54:07 PM","High Ground","Lone Wolves","6th","679662607"
"Oddball","8/12/2008 3:41:43 PM","Guardian","Lone Wolves","6th","679634180"
"Slayer","8/12/2008 3:34:00 PM","The Pit","Rumble Pit","2nd","679617244"
"Oddball","8/12/2008 3:19:08 PM","Guardian","Rumble Pit","2nd","679584114"
"Team Slayer","8/12/2008 12:38:42 PM","Standoff","Team Slayer","1st","679253445"
"Slayer","8/12/2008 12:15:13 PM","Epitaph","Rumble Pit","1st","679173389"
"Hammerzeit","8/12/2008 11:46:59 AM","The Pit","Rumble Pit","3rd","679124115"
"Team BRs","8/12/2008 10:24:07 AM","Valhalla","Team Slayer","2nd","678975571"
"Team BRs","8/12/2008 10:10:00 AM","Standoff","Social Slayer","1st","678953093"
"Team Slayer","8/12/2008 6:02:18 AM","Valhalla","Social Slayer","2nd","678698308"
"Team Slayer","8/12/2008 5:48:42 AM","Narrows","Social Slayer","1st","678690873"
"Shotty Snipers","8/12/2008 4:35:08 AM","High Ground","Social Slayer","1st","678656958"
"Team Slayer","8/12/2008 4:16:06 AM","Rat's Nest","Social Slayer","1st","678648786"
"Shotty Snipers","8/11/2008 1:53:12 PM","Standoff","Social Slayer","1st","677212653"
"Team Snipers","8/11/2008 1:39:34 PM","Standoff","Social Slayer","1st","677180587"
"Team Snipers","8/11/2008 1:23:23 PM","Valhalla","Social Slayer","2nd","677142952"
"Slayer","8/11/2008 1:11:30 PM","Epitaph","Rumble Pit","1st","677115133"
"Team Slayer","8/9/2008 3:36:46 PM","Narrows","Team Doubles","1st","673103749"
"Team Slayer","8/9/2008 3:26:01 PM","The Pit","Team Doubles","1st","673081556"
"Team Slayer","8/9/2008 3:17:40 PM","Guardian","Team Doubles","1st","673063915"
"Team BRs","8/9/2008 3:05:00 PM","Foundry","Team Slayer","2nd","673037456"
"Team BRs","8/9/2008 2:55:07 PM","Standoff","Team Slayer","2nd","673015398"
"Shotty Snipers","8/9/2008 2:42:04 PM","Last Resort","Social Slayer","1st","672988349"
"Team Slayer","8/9/2008 2:26:02 PM","Valhalla","Social Slayer","1st","672954606"
"Team Slayer","8/9/2008 2:09:58 PM","Valhalla","Social Slayer","2nd","672920907"
"Team Slayer","8/9/2008 1:56:06 PM","The Pit","Multi Team","2nd","672891865"
"Team Slayer","8/9/2008 1:42:26 PM","Guardian","Multi Team","2nd","672862621"
"Team Slayer","8/9/2008 1:31:17 PM","Narrows","Multi Team","4th","672839884"
"Shotty Snipers","8/9/2008 1:15:56 PM","The Pit","Social Slayer","2nd","672807974"
"Big Team Slayer","8/6/2008 3:01:46 PM","Valhalla","Ranked Big Team","2nd","666357854"
"Shotty Snipers","8/6/2008 2:40:19 PM","High Ground","Team Slayer","1st","666307744"
"Team BRs","8/6/2008 2:26:46 PM","High Ground","Team Slayer","1st","666276540"
"Team Oddball","8/6/2008 2:15:16 PM","Guardian","Multi Team","2nd","666249092"
"Team Snipers","8/6/2008 2:02:55 PM","Last Resort","Social Slayer","1st","666219912"
"Team Slayer","8/6/2008 1:46:40 PM","Valhalla","Social Slayer","1st","666182874"
"Team BRs","8/5/2008 12:00:44 PM","Valhalla","Social Slayer","2nd","663699630"
"Slayer","8/5/2008 11:49:26 AM","Snowbound","Rumble Pit","3rd","663675001"
"Oddball","8/5/2008 11:38:13 AM","Foundry","Rumble Pit","3rd","663652973"
"Slayer","8/4/2008 9:25:52 AM","The Pit","Rumble Pit","1st","661157268"
"Slayer","8/4/2008 8:49:06 AM","Snowbound","Rumble Pit","2nd","661190935"
"Swords","8/4/2008 9:15:41 AM","Snowbound","Rumble Pit","5th","661143480"
"Swords","8/4/2008 9:09:24 AM","Foundry","Rumble Pit","1st","661135432"
"Juggernaut","8/4/2008 8:41:44 AM","Narrows","Rumble Pit","1st","661100911"
"Rocket Race","8/3/2008 7:43:09 AM","Rat's Nest","Rocket Race","1st","658908347"
"Slayer","8/3/2008 7:37:59 AM","Construct","Rumble Pit","2nd","658904413"
"Hammerzeit","8/3/2008 7:27:47 AM","The Pit","Rumble Pit","4th","658896428"
"1 Flag CTF","8/2/2008 5:01:42 PM","High Ground","Team Objective","1st","657749058"
"VIP","8/2/2008 4:35:45 PM","High Ground","Multi Team","3rd","657696860"
"Team Swords","8/2/2008 4:24:47 PM","Snowbound","Multi Team","2nd","657674313"
"Team Slayer","8/2/2008 4:18:20 PM","Last Resort","Team Slayer","2nd","657660728"
"Team Slayer","8/2/2008 4:02:19 PM","The Pit","Team Slayer","2nd","657628971"
"Team BRs","8/2/2008 3:50:30 PM","Last Resort","Team Slayer","1st","657604513"
"Team BRs","8/2/2008 3:35:40 PM","Narrows","Team Slayer","1st","657574374"
"Team Slayer","8/2/2008 3:25:44 PM","Snowbound","Team Slayer","2nd","657553541"
"Team BRs","8/2/2008 3:10:31 PM","Snowbound","Team Slayer","1st","657522051"
"Team Slayer","8/2/2008 2:56:21 PM","The Pit","Team Slayer","1st","657492670"
"Team Slayer","8/2/2008 2:44:29 PM","Standoff","Team Slayer","2nd","657467528"
"Team BRs","8/2/2008 2:27:37 PM","Isolation","Team Slayer","2nd","657431875"
"Team BRs","8/2/2008 2:13:47 PM","Narrows","Team Slayer","2nd","657404269"
"Team Slayer","8/2/2008 2:04:24 PM","The Pit","Team Slayer","2nd","657383883"
"Team Slayer","8/2/2008 1:55:23 PM","High Ground","Team Slayer","2nd","657365767"
"Team Slayer","8/2/2008 12:48:02 PM","Foundry","Team Slayer","2nd","657230588"
"Team BRs","8/2/2008 12:38:46 PM","Last Resort","Team Slayer","1st","657212489"
"Team BRs","8/2/2008 12:25:07 PM","Narrows","Team Slayer","1st","657186218"
"Team Slayer","8/2/2008 12:10:58 PM","The Pit","Team Doubles","1st","657160505"
"Team Slayer","8/2/2008 12:00:27 PM","Guardian","Team Slayer","2nd","657139485"
"Team Slayer","8/2/2008 11:52:52 AM","The Pit","Team Slayer","2nd","657125165"
"Slayer","8/2/2008 11:38:14 AM","Isolation","Lone Wolves","1st","657098796"
"Slayer","8/2/2008 11:25:50 AM","High Ground","Lone Wolves","2nd","657076551"
"Slayer","8/2/2008 11:15:01 AM","Isolation","Lone Wolves","2nd","657058108"
"Slayer BRs","8/2/2008 11:02:36 AM","Construct","Lone Wolves","2nd","657037556"
"Crazy King","8/2/2008 10:55:03 AM","Snowbound","Lone Wolves","6th","657024571"
"Slayer BRs","8/2/2008 10:47:28 AM","Narrows","Lone Wolves","4th","657012317"
"Crazy King","8/2/2008 10:34:54 AM","Foundry","Lone Wolves","6th","656992418"
"Slayer","8/2/2008 10:26:07 AM","Isolation","Rumble Pit","2nd","656978457"
"Team Slayer","8/2/2008 10:05:10 AM","Snowbound","Social Slayer","2nd","656946827"
"Shotty Snipers","8/2/2008 9:54:52 AM","Standoff","Social Slayer","2nd","656932561"
"Land Grab","8/2/2008 9:32:00 AM","Snowbound","Social Skirmish","2nd","656900984"
"Land Grab","8/2/2008 9:23:39 AM","Isolation","Social Skirmish","2nd","656889994"
"Shotty Snipers","8/2/2008 9:16:45 AM","The Pit","Social Slayer","2nd","656881242"
"Team Slayer","8/2/2008 9:04:02 AM","Standoff","Social Slayer","1st","656864899"
"Territories","8/2/2008 8:52:35 AM","Last Resort","Big Team Social","2nd","656851479"
"Slayer","8/2/2008 5:26:39 AM","The Pit","Rumble Pit","1st","656692684"
"Hammerzeit","8/2/2008 5:11:41 AM","The Pit","Rumble Pit","2nd","656685176"
"Slayer","8/2/2008 5:06:04 AM","Epitaph","Rumble Pit","6th","656682316"
"Slayer","8/2/2008 4:54:14 AM","Construct","Rumble Pit","2nd","656676759"
"Rocket Race","8/1/2008 5:23:55 PM","Sandtrap","Rocket Race","1st","655606967"
"Team Slayer","8/1/2008 5:12:14 PM","Construct","Multi Team","4th","655582805"
"Swords","8/1/2008 4:58:10 PM","Construct","Rumble Pit","1st","655553457"
"Team BRs","8/1/2008 4:47:15 PM","Valhalla","Team Slayer","2nd","655530326"
"Big Team Slayer","8/1/2008 4:32:00 PM","Standoff","Ranked Big Team","1st","655498092"
"Team Duals","8/1/2008 4:16:15 PM","Snowbound","Social Slayer","1st","655464717"
"Team Slayer","8/1/2008 4:07:05 PM","Valhalla","Team Slayer","1st","655444212"
"Team BRs","8/1/2008 3:52:11 PM","High Ground","Team Slayer","2nd","655412652"
"Team BRs","8/1/2008 3:37:50 PM","Standoff","Team Slayer","2nd","655381410"
"Team Slayer","8/1/2008 3:25:41 PM","High Ground","Team Slayer","2nd","655355331"
"Team BRs","8/1/2008 3:13:39 PM","Construct","Team Slayer","2nd","655328661"
"Team Slayer","8/1/2008 2:54:15 PM","Snowbound","Team Slayer","2nd","655286471"
"Team Slayer","8/1/2008 2:41:45 PM","Narrows","Team Slayer","1st","655259450"
"Team BRs","8/1/2008 2:26:26 PM","The Pit","Team Slayer","2nd","655224578"
"Team Snipers","8/1/2008 2:11:30 PM","Narrows","Team Slayer","2nd","655190860"
"Multi Flag CTF","8/1/2008 2:00:11 PM","Standoff","Team Objective","2nd","655165617"
"Multi Flag BRs","8/1/2008 1:42:24 PM","The Pit","Team Objective","2nd","655124535"
"VIP","8/1/2008 1:21:56 PM","Isolation","Multi Team","1st","655079545"
"Team Slayer","8/1/2008 1:10:39 PM","High Ground","Multi Team","1st","655054236"
"Team Oddball","8/1/2008 12:56:12 PM","The Pit","Multi Team","4th","655023384"
"Team BRs","8/1/2008 11:06:01 AM","Standoff","Team Slayer","2nd","654918718"
"Shotty Snipers","8/1/2008 11:00:42 AM","Last Resort","Social Slayer","1st","654792837"
"Team Duals","8/1/2008 10:47:51 AM","Snowbound","Social Slayer","2nd","654770528"
"Big Team Slayer","8/1/2008 7:36:42 AM","Last Resort","Ranked Big Team","1st","654517560"
"2 Flag Heavy","8/1/2008 7:24:27 AM","Valhalla","Ranked Big Team","1st","654507110"
"Big Team Slayer","8/1/2008 7:10:07 AM","Last Resort","Ranked Big Team","1st","654550694"
"Slayer BRs","8/1/2008 6:49:26 AM","Guardian","Lone Wolves","4th","654480465"
"Oddball","8/1/2008 6:28:18 AM","Guardian","Lone Wolves","5th","654466093"
"Slayer BRs","8/1/2008 6:24:05 AM","Narrows","Lone Wolves","4th","654463345"
"Mosh Pit","8/1/2008 6:12:49 AM","Guardian","Rumble Pit","4th","654456622"
"Slayer","8/1/2008 6:07:17 AM","Isolation","Rumble Pit","2nd","654452978"
"Hammerzeit","8/1/2008 5:48:35 AM","Narrows","Rumble Pit","4th","654442369"
"Multi Flag CTF","8/1/2008 5:41:02 AM","Valhalla","Big Team Social","2nd","654438095"
"Multi Flag BRs","7/31/2008 10:11:04 AM","Narrows","Team Objective","2nd","652390197"
"Multi Flag CTF","7/31/2008 9:59:43 AM","Standoff","Team Objective","1st","652372170"
"Big Team Slayer","7/31/2008 9:48:10 AM","Sandtrap","Ranked Big Team","1st","652354835"
"Big Team Slayer","7/31/2008 9:30:53 AM","Sandtrap","Ranked Big Team","2nd","652328763"
"Team Slayer","7/31/2008 9:11:18 AM","The Pit","Social Slayer","1st","652301946"
"Slayer","7/31/2008 9:00:14 AM","Epitaph","Rumble Pit","1st","652373659"
"Rocket Race","7/28/2008 5:56:36 PM","Valhalla","Rocket Race","4th","646527500"
"Rocket Race","7/28/2008 5:51:58 PM","Standoff","Rocket Race","2nd","646515913"
"Team Slayer","7/28/2008 5:30:43 PM","The Pit","Team Slayer","1st","646467892"
"Team BRs","7/28/2008 5:18:03 PM","High Ground","Team Slayer","1st","646434415"
"Team BRs","7/28/2008 5:03:04 PM","High Ground","Team Slayer","1st","646414939"
"Team Slayer","7/28/2008 4:55:14 PM","Isolation","Team Slayer","2nd","646388034"
"Team Slayer","7/28/2008 4:31:44 PM","Last Resort","Team Slayer","2nd","646356940"
"Team Slayer","7/28/2008 4:17:57 PM","Guardian","Team Slayer","2nd","646304970"
"Team Slayer","7/28/2008 4:06:14 PM","Last Resort","Team Slayer","1st","646392234"
"Team BRs","7/28/2008 4:01:53 PM","High Ground","Team Slayer","1st","646275530"
"Team Slayer","7/28/2008 3:48:24 PM","The Pit","Team Slayer","2nd","646242594"
"Team BRs","7/28/2008 3:38:52 PM","Standoff","Team Slayer","2nd","646226282"
"Team Slayer","7/28/2008 3:25:17 PM","Valhalla","Social Slayer","2nd","646189426"
"Team Slayer","7/28/2008 3:09:25 PM","Construct","Team Slayer","2nd","646179058"
"Slayer","7/28/2008 2:57:43 PM","The Pit","Lone Wolves","5th","646139905"
"Crazy King","7/28/2008 2:47:35 PM","Isolation","Lone Wolves","5th","646109593"
"Slayer","7/28/2008 2:39:19 PM","Guardian","Lone Wolves","4th","646082193"
"Slayer BRs","7/28/2008 2:27:53 PM","The Pit","Lone Wolves","1st","646053774"
"Slayer","7/28/2008 2:15:36 PM","Guardian","Lone Wolves","4th","646027406"
"Slayer BRs","7/28/2008 2:03:31 PM","The Pit","Lone Wolves","1st","646003889"
"Slayer","7/28/2008 1:51:56 PM","Epitaph","Lone Wolves","4th","645969256"
"Slayer BRs","7/28/2008 1:43:34 PM","Foundry","Lone Wolves","2nd","645939169"
"Slayer","7/28/2008 1:34:48 PM","High Ground","Lone Wolves","3rd","645919340"
"Oddball","7/28/2008 1:23:03 PM","Foundry","Lone Wolves","6th","645907687"
"Slayer","7/28/2008 1:16:16 PM","Foundry","Lone Wolves","5th","645888372"
"Slayer","7/28/2008 1:05:27 PM","The Pit","Rumble Pit","2nd","645858536"
"Slayer","7/28/2008 12:50:57 PM","Isolation","Rumble Pit","5th","645823986"
"Slayer","7/28/2008 11:04:16 AM","Epitaph","Rumble Pit","2nd","645602045"
"Slayer","7/28/2008 10:54:59 AM","The Pit","Rumble Pit","4th","645585196"
"1 Flag CTF","7/27/2008 4:22:06 AM","Rat's Nest","Ranked Big Team","1st","643028929"
"Team BRs","7/27/2008 4:06:33 AM","Guardian","Social Slayer","1st","643021964"
"Swords","7/27/2008 3:59:47 AM","Construct","Rumble Pit","6th","643018281"
"Slayer","7/27/2008 3:49:30 AM","Epitaph","Rumble Pit","2nd","643013178"
"Team BRs","7/26/2008 4:36:55 PM","The Pit","Team Slayer","1st","641918707"
"Team Slayer","7/26/2008 4:26:20 PM","The Pit","Team Slayer","2nd","641896602"
"Team BRs","7/26/2008 4:14:38 PM","Last Resort","Team Slayer","1st","641873731"
"Team BRs","7/26/2008 4:00:56 PM","Construct","Team Slayer","2nd","641844761"
"Team Slayer","7/26/2008 3:51:27 PM","Construct","Team Slayer","1st","641825416"
"Team BRs","7/26/2008 3:38:00 PM","Narrows","Team Slayer","1st","641798425"
"Team Slayer","7/26/2008 3:28:20 PM","Guardian","Team Slayer","1st","641777867"
"Team Slayer","7/26/2008 3:20:10 PM","Snowbound","Team Slayer","1st","641761063"
"Team BRs","7/26/2008 3:08:41 PM","Isolation","Team Slayer","2nd","641737812"
"Team BRs","7/26/2008 2:58:08 PM","Standoff","Team Slayer","2nd","641716203"
"Team Snipers","7/26/2008 2:44:08 PM","Valhalla","Team Slayer","2nd","641687033"
"Multi Flag CTF","7/26/2008 2:31:37 PM","Rat's Nest","Ranked Big Team","1st","641660758"
"Shotty Snipers","7/26/2008 2:18:41 PM","Standoff","Social Slayer","1st","641633780"
"Team BRs","7/26/2008 2:07:10 PM","High Ground","Social Slayer","1st","641609887"
"Team Slayer","7/26/2008 10:06:44 AM","Rat's Nest","Social Slayer","1st","641173559"
"Slayer","7/26/2008 9:45:59 AM","Guardian","Rumble Pit","1st","641144446"
"Team BRs","7/25/2008 9:34:05 AM","The Pit","Team Slayer","1st","638845339"
"VIP","7/25/2008 9:22:38 AM","Foundry","Multi Team","3rd","638829787"
"Team Slayer","7/25/2008 7:52:11 AM","Construct","Team Slayer","2nd","638725397"
"Team BRs","7/25/2008 7:40:51 AM","Narrows","Team Slayer","2nd","638715364"
"Team Snipers","7/25/2008 7:19:45 AM","Narrows","Team Slayer","1st","638698802"
"Team Slayer","7/25/2008 7:07:12 AM","Isolation","Team Slayer","1st","638687386"
"Team BRs","7/25/2008 6:56:47 AM","Narrows","Team Slayer","2nd","638679661"
"Team BRs","7/25/2008 6:46:35 AM","Standoff","Team Slayer","2nd","638673125"
"Team BRs","7/25/2008 6:31:03 AM","High Ground","Team Slayer","2nd","638662659"
"Team BRs","7/25/2008 6:17:33 AM","High Ground","Team Slayer","2nd","638654273"
"Big Team Slayer","7/25/2008 6:01:56 AM","Valhalla","Ranked Big Team","2nd","638645353"
"Slayer","7/25/2008 5:34:22 AM","Construct","Lone Wolves","1st","638630687"
"One Bomb","7/25/2008 5:23:52 AM","Valhalla","Ranked Big Team","1st","638625197"
"Big Team Slayer","7/25/2008 5:06:23 AM","Rat's Nest","Big Team Social","1st","638616643"
"Oddball","7/25/2008 4:43:54 AM","Foundry","Rumble Pit","6th","638606342"
"Juggernaut","7/25/2008 4:32:47 AM","The Pit","Rumble Pit","2nd","638600851"
"Slayer","7/25/2008 4:15:28 AM","Epitaph","Rumble Pit","2nd","638592790"
"Slayer","7/25/2008 4:04:43 AM","Construct","Rumble Pit","1st","638587533"
"Swords","7/25/2008 3:50:41 AM","Epitaph","Rumble Pit","2nd","638580797"
"Shotty Snipers","7/24/2008 1:09:43 PM","Valhalla","Team Slayer","1st","636914711"
"Team Slayer","7/24/2008 12:55:29 PM","Last Resort","Team Slayer","2nd","636881948"
"Team Slayer","7/24/2008 12:40:10 PM","High Ground","Team Slayer","1st","636846778"
"One Bomb","7/24/2008 12:29:34 PM","Narrows","Team Objective","1st","636823249"
"Big Team Slayer","7/24/2008 12:16:57 PM","Valhalla","Ranked Big Team","2nd","636794154"
"VIP","7/24/2008 12:03:59 PM","Narrows","Multi Team","1st","636767207"
"Team Oddball","7/24/2008 11:54:44 AM","The Pit","Multi Team","4th","636746971"
"Team BRs","7/24/2008 10:55:25 AM","Foundry","Team Slayer","2nd","636631862"
"Team Slayer","7/24/2008 10:45:02 AM","Construct","Team Slayer","2nd","636613259"
"Team BRs","7/24/2008 10:35:18 AM","The Pit","Team Slayer","2nd","636596473"
"Team Slayer","7/24/2008 10:22:08 AM","The Pit","Team Slayer","2nd","636573958"
"Team Slayer","7/24/2008 10:07:56 AM","The Pit","Social Slayer","1st","636551029"
"Team Slayer","7/24/2008 9:58:01 AM","High Ground","Social Slayer","1st","636535471"
"Team Slayer","7/24/2008 9:44:51 AM","Last Resort","Multi Team","1st","636515213"
