"match_variant","date","map","playlist","place","game_id"
"Team Swords","7/24/2008 9:29:27 AM","The Pit","Multi Team","1st","636493392"
"Team Slayer","7/24/2008 9:21:17 AM","Last Resort","Multi Team","2nd","636482513"
"Team Slayer","7/24/2008 9:00:34 AM","Standoff","Multi Team","2nd","636455545"
"Team Swords","7/24/2008 8:46:18 AM","Narrows","Multi Team","1st","636438375"
"Oddball","7/24/2008 8:30:39 AM","Guardian","Rumble Pit","6th","636420482"
"Slayer BRs","7/24/2008 8:25:08 AM","The Pit","Lone Wolves","1st","636414265"
"Slayer","7/24/2008 8:13:49 AM","Guardian","Rumble Pit","4th","636402574"
"Ninjaball","7/24/2008 8:04:19 AM","Snowbound","Rumble Pit","1st","636393151"
"Slayer","7/24/2008 7:55:26 AM","Isolation","Rumble Pit","1st","636384710"
"Slayer","7/24/2008 7:42:26 AM","Foundry","Rumble Pit","4th","636373002"
"Swords","7/24/2008 7:32:08 AM","Epitaph","Rumble Pit","1st","636364807"
"Slayer","7/21/2008 2:31:06 PM","The Pit","Rumble Pit","3rd","630344619"
"Hammerzeit","7/21/2008 2:17:16 PM","Snowbound","Rumble Pit","1st","630312312"
"Slayer","7/21/2008 2:10:18 PM","Foundry","Rumble Pit","3rd","630292911"
"Team Slayer","7/20/2008 1:27:59 PM","Narrows","Multi Team","3rd","627945392"
"Team Crazy King","7/20/2008 1:12:06 PM","Foundry","Multi Team","4th","627908417"
"Slayer","7/20/2008 1:01:29 PM","Snowbound","Rumble Pit","1st","627885341"
"Grifball","7/20/2008 12:51:56 PM","Foundry","Grifball","1st","627865015"
"Slayer","7/19/2008 7:28:17 AM","Narrows","Rumble Pit","2nd","625159157"
"Slayer","7/19/2008 7:12:21 AM","Narrows","Rumble Pit","2nd","625145844"
"Grifball","7/18/2008 5:28:28 PM","Foundry","Grifball","2nd","623950298"
"Grifball","7/18/2008 5:20:02 PM","Foundry","Grifball","2nd","623932528"
"Team BRs","7/18/2008 5:10:45 PM","Snowbound","Social Slayer","1st","623912738"
"Team Crazy King","7/18/2008 4:55:12 PM","Guardian","Multi Team","4th","623879136"
"Team Crazy King","7/18/2008 4:38:47 PM","Snowbound","Multi Team","3rd","623843268"
"Team Slayer","7/18/2008 4:26:17 PM","The Pit","Multi Team","1st","623814880"
"Team Slayer","7/18/2008 4:14:50 PM","Isolation","Multi Team","1st","623790384"
"Slayer","7/18/2008 3:59:55 PM","The Pit","Rumble Pit","1st","623757114"
"Slayer","7/18/2008 3:46:18 PM","Guardian","Rumble Pit","3rd","623726825"
"Swords","7/18/2008 8:05:11 AM","Narrows","Rumble Pit","3rd","622819309"
"Rocket Race","7/13/2008 2:35:51 PM","Standoff","Rocket Race","3rd","612449453"
"Slayer","7/13/2008 2:28:49 PM","Snowbound","Rumble Pit","1st","612434132"
"Team Slayer","7/11/2008 7:18:31 PM","High Ground","Multi Team","2nd","608644690"
"Rocket Race","7/11/2008 7:03:16 PM","Rat's Nest","Rocket Race","2nd","608610735"
"Team Slayer","7/11/2008 6:56:40 PM","Isolation","Social Slayer","1st","608595204"
"Team BRs","7/11/2008 6:46:10 PM","Last Resort","Social Slayer","1st","608572991"
"Hammerzeit","7/11/2008 6:33:58 PM","Narrows","Rumble Pit","2nd","608546782"
"Slayer","7/11/2008 6:24:22 PM","Snowbound","Rumble Pit","1st","608525408"
"Team BRs","7/11/2008 3:46:59 PM","Epitaph","Team Doubles","1st","608188135"
"Team Snipers","7/11/2008 3:33:50 PM","Construct","Team Doubles","2nd","608158373"
"Team Slayer","7/11/2008 3:20:32 PM","Epitaph","Team Doubles","1st","608129637"
"Team Slayer","7/11/2008 3:06:14 PM","The Pit","Team Doubles","1st","608097207"
"Team Slayer","7/11/2008 2:54:17 PM","Construct","Team Doubles","1st","608068901"
"Slayer","7/11/2008 2:41:40 PM","Epitaph","Rumble Pit","1st","608039638"
"Team BRs","7/11/2008 11:31:22 AM","Narrows","Team Slayer","1st","607623053"
"Team Slayer","7/11/2008 11:20:11 AM","High Ground","Team Slayer","1st","607600618"
"1 Flag CTF","7/11/2008 11:06:52 AM","Valhalla","Ranked Big Team","1st","607575464"
"Team Slayer","7/11/2008 10:48:34 AM","Narrows","Multi Team","1st","607541578"
"Slayer","7/11/2008 10:34:29 AM","Guardian","Rumble Pit","1st","607516195"
"Slayer","7/11/2008 10:09:18 AM","The Pit","Rumble Pit","1st","607474869"
"Crazy King","7/11/2008 8:02:10 AM","Guardian","Lone Wolves","5th","607307487"
"Slayer","7/11/2008 7:50:30 AM","High Ground","Lone Wolves","1st","607296555"
"Slayer BRs","7/11/2008 7:38:42 AM","Construct","Lone Wolves","2nd","607286208"
"Oddball","7/11/2008 7:27:49 AM","Guardian","Lone Wolves","4th","607277040"
"Swords","7/11/2008 7:15:59 AM","Epitaph","Lone Wolves","3rd","607268234"
"Slayer BRs","7/11/2008 7:01:59 AM","Snowbound","Lone Wolves","3rd","607258725"
"Crazy King","7/11/2008 6:49:46 AM","Epitaph","Lone Wolves","6th","607250794"
"Slayer","7/11/2008 6:43:14 AM","Snowbound","Lone Wolves","2nd","607246587"
"Slayer","7/11/2008 6:33:50 AM","Isolation","Rumble Pit","1st","607241171"
"Crazy King","7/11/2008 6:24:56 AM","Guardian","Rumble Pit","4th","607236112"
"Oddball","7/11/2008 6:16:39 AM","Snowbound","Rumble Pit","4th","607231782"
"Juggernaut","7/11/2008 6:12:56 AM","Epitaph","Rumble Pit","1st","607229770"
"Crazy King","7/11/2008 6:07:32 AM","The Pit","Rumble Pit","4th","607227217"
"Slayer","7/11/2008 5:55:46 AM","Snowbound","Rumble Pit","2nd","607221190"
"Team Slayer","7/10/2008 3:43:56 PM","High Ground","Multi Team","1st","605899039"
"Team Oddball","7/10/2008 3:26:00 PM","Isolation","Multi Team","1st","605857267"
"Team Hammers","7/10/2008 3:16:24 PM","Narrows","Multi Team","1st","605835805"
"Team Swords","7/10/2008 3:08:03 PM","Foundry","Multi Team","1st","605816942"
"Crazy King","7/10/2008 3:01:02 PM","Guardian","Rumble Pit","6th","605800893"
"Slayer","7/10/2008 2:51:57 PM","Foundry","Rumble Pit","1st","605779229"
"Rocket Race","7/10/2008 2:42:38 PM","Sandtrap","Rocket Race","1st","605757775"
"2 Flag Heavy","7/10/2008 2:35:05 PM","Standoff","Ranked Big Team","2nd","605740041"
"Team Slayer","7/10/2008 2:20:07 PM","Snowbound","Team Slayer","2nd","605704968"
"Multi Flag CTF","7/10/2008 2:10:19 PM","Narrows","Team Objective","2nd","605681047"
"Team Slayer","7/10/2008 1:59:01 PM","Last Resort","Team Slayer","2nd","605655460"
"Team Slayer","7/10/2008 1:40:03 PM","Snowbound","Team Slayer","1st","605610587"
"Team Slayer","7/10/2008 1:27:31 PM","Standoff","Team Slayer","2nd","605581231"
"Team Slayer","7/10/2008 1:10:34 PM","Guardian","Team Slayer","2nd","605542302"
"Team Snipers","7/10/2008 12:53:11 PM","The Pit","Team Doubles","2nd","605502484"
"Team Slayer","7/10/2008 12:38:55 PM","Construct","Multi Team","2nd","605469868"
"Team Oddball","7/10/2008 12:25:50 PM","Narrows","Multi Team","3rd","605441059"
"Team Slayer","7/10/2008 12:16:15 PM","Construct","Multi Team","2nd","605419962"
"Slayer","7/10/2008 10:24:33 AM","Guardian","Rumble Pit","2nd","605206134"
"Big Team Slayer","7/10/2008 10:09:58 AM","Rat's Nest","Ranked Big Team","1st","605181954"
"Big Team Slayer","7/10/2008 9:55:45 AM","Last Resort","Ranked Big Team","2nd","605160905"
"Team Slayer","7/10/2008 9:43:40 AM","Construct","Multi Team","1st","605143056"
"Team Slayer","7/10/2008 9:32:54 AM","Epitaph","Multi Team","2nd","605127639"
"Team Crazy King","7/10/2008 9:22:39 AM","Epitaph","Multi Team","3rd","605112986"
"2 Flag Heavy","7/9/2008 10:20:07 AM","Valhalla","Ranked Big Team","2nd","602953891"
"Slayer BRs","7/9/2008 10:06:33 AM","Guardian","Lone Wolves","4th","602930784"
"Slayer","7/9/2008 9:57:13 AM","Construct","Lone Wolves","3rd","602915974"
"One Bomb","7/9/2008 9:45:51 AM","Standoff","Ranked Big Team","1st","602898310"
"Crazy King","7/9/2008 9:28:20 AM","Guardian","Rumble Pit","5th","602871870"
"Multi Flag CTF","7/9/2008 9:20:24 AM","Standoff","Big Team Social","2nd","602860269"
"VIP","7/8/2008 11:31:19 AM","Rat's Nest","Big Team Social","2nd","600753626"
"Multi Flag CTF","7/8/2008 11:20:58 AM","Standoff","Big Team Social","2nd","600731557"
"Territories","7/8/2008 11:04:59 AM","Last Resort","Big Team Social","2nd","600699401"
"Slayer","7/8/2008 10:44:36 AM","Narrows","Rumble Pit","1st","600659400"
"Slayer","7/7/2008 5:12:54 AM","The Pit","Rumble Pit","2nd","597822438"
"Team BRs","7/4/2008 2:33:26 PM","Snowbound","Team Slayer","2nd","592893393"
"Team BRs","7/4/2008 2:21:14 PM","Last Resort","Social Slayer","1st","592873352"
"Team Rockets","7/4/2008 2:07:15 PM","Isolation","Social Slayer","1st","592850565"
"Shotty Snipers","7/4/2008 1:21:32 PM","The Pit","Team Slayer","1st","592775164"
"Slayer BRs","7/4/2008 1:07:00 PM","Snowbound","Lone Wolves","3rd","592753462"
"Multi Flag CTF","7/4/2008 12:55:52 PM","Rat's Nest","Ranked Big Team","1st","592732510"
"1 Flag CTF","7/4/2008 12:44:03 PM","Last Resort","Ranked Big Team","1st","592712968"
"Slayer","7/4/2008 12:24:31 PM","Snowbound","Rumble Pit","1st","592681628"
"Oddball","7/4/2008 12:10:24 PM","Epitaph","Rumble Pit","5th","592659373"
"Slayer","7/4/2008 8:25:00 AM","Epitaph","Rumble Pit","4th","592380551"
"Slayer","7/4/2008 8:14:42 AM","Narrows","Rumble Pit","3rd","592371390"
"Slayer","7/4/2008 8:04:26 AM","Construct","Rumble Pit","6th","592362113"
"Big Team Slayer","7/4/2008 5:15:42 AM","Sandtrap","Big Team Social","1st","592269916"
"MLG Team Slayer","7/3/2008 12:30:37 PM","Narrows","MLG","1st","590745030"
"Big Team Slayer","7/3/2008 12:19:54 PM","Sandtrap","Big Team Social","1st","590724073"
"Big Team Slayer","7/3/2008 7:56:15 AM","Valhalla","Big Team Social","1st","590344605"
"Multi Flag CTF","7/3/2008 7:28:43 AM","Rat's Nest","Big Team Social","1st","590323392"
"Juggernaut","7/3/2008 7:20:48 AM","Guardian","Rumble Pit","2nd","590318088"
"Slayer","7/3/2008 7:15:13 AM","Epitaph","Rumble Pit","4th","590314654"
"Swords","7/3/2008 7:05:56 AM","Epitaph","Rumble Pit","2nd","590308516"
"Crazy King","7/3/2008 6:54:50 AM","Guardian","Rumble Pit","5th","590301899"
"Big Team Slayer","7/2/2008 9:52:47 AM","Rat's Nest","Ranked Big Team","2nd","588464983"
"Big Team Slayer","7/2/2008 8:38:46 AM","Sandtrap","Ranked Big Team","1st","588375396"
"Neutral Assault","7/2/2008 8:23:33 AM","Rat's Nest","Ranked Big Team","2nd","588359850"
"Ninjaball","7/2/2008 8:09:42 AM","Construct","Rumble Pit","1st","588347168"
"Juggernaut","7/2/2008 8:00:42 AM","The Pit","Rumble Pit","2nd","588339399"
"One Bomb","7/2/2008 4:05:30 AM","Valhalla","Ranked Big Team","1st","588227457"
"Big Team Slayer","7/2/2008 3:42:58 AM","Last Resort","Ranked Big Team","1st","588219890"
"Territories","7/2/2008 3:30:34 AM","Standoff","Big Team Social","1st","588215334"
"Slayer","7/2/2008 3:14:59 AM","Guardian","Rumble Pit","2nd","588209619"
"Team Slayer","7/1/2008 6:14:28 PM","Guardian","Team Doubles","2nd","587423727"
"Team Slayer","7/1/2008 6:00:57 PM","Construct","Team Doubles","1st","587396861"
"Rocket Race","7/1/2008 5:50:26 PM","Standoff","Rocket Race","4th","587376271"
"Team Snipers","7/1/2008 5:43:36 PM","Standoff","Team Slayer","2nd","587362701"
"Team BRs","7/1/2008 5:29:03 PM","Isolation","Team Slayer","1st","587333761"
"Big Team Slayer","7/1/2008 5:17:11 PM","Rat's Nest","Ranked Big Team","1st","587310543"
"Land Grab","7/1/2008 5:05:11 PM","Sandtrap","Ranked Big Team","1st","587287106"
"1 Flag CTF","7/1/2008 4:56:06 PM","Last Resort","Ranked Big Team","1st","587269546"
"Big Team Slayer","7/1/2008 4:31:26 PM","Standoff","Ranked Big Team","2nd","587221142"
"Big Team Slayer","7/1/2008 4:15:23 PM","Last Resort","Ranked Big Team","1st","587189202"
"Big Team Slayer","7/1/2008 3:52:48 PM","Rat's Nest","Ranked Big Team","2nd","587144854"
"Big Team Slayer","7/1/2008 3:38:58 PM","Sandtrap","Big Team Social","2nd","587117821"
"Crazy King","7/1/2008 8:15:23 AM","Guardian","Rumble Pit","6th","586355375"
"Juggernaut","7/1/2008 8:08:01 AM","The Pit","Rumble Pit","3rd","586348781"
"Swords","7/1/2008 7:20:32 AM","Guardian","Rumble Pit","4th","586312722"
"Swords","7/1/2008 7:10:07 AM","The Pit","Rumble Pit","1st","586306457"
"Hammerzeit","7/1/2008 7:00:42 AM","Narrows","Rumble Pit","3rd","586300528"
"Neutral Assault","6/30/2008 3:57:55 PM","Standoff","Ranked Big Team","1st","585119801"
"Team Slayer","6/30/2008 3:32:42 PM","Narrows","Social Slayer","1st","585068445"
"Team Slayer","6/30/2008 3:22:29 PM","Guardian","Multi Team","1st","585047755"
"Team Slayer","6/30/2008 3:19:58 PM","Standoff","Multi Team","4th","585041615"
"Slayer","6/30/2008 2:33:13 PM","Construct","Lone Wolves","2nd","584944328"
"Slayer","6/30/2008 2:21:52 PM","Snowbound","Lone Wolves","1st","584920525"
"Crazy King","6/30/2008 2:12:12 PM","Guardian","Rumble Pit","6th","584900710"
"Crazy King","6/30/2008 2:00:54 PM","Foundry","Rumble Pit","6th","584876436"
"Swords","6/30/2008 1:52:28 PM","Construct","Rumble Pit","3rd","584859504"
"Team Slayer","6/28/2008 10:42:24 AM","The Pit","Team Doubles","2nd","580536620"
"Team Slayer","6/28/2008 10:29:19 AM","Guardian","Team Doubles","1st","580518005"
"Slayer","6/28/2008 10:21:17 AM","Construct","Rumble Pit","1st","580506485"
"Crazy King","6/28/2008 10:11:21 AM","The Pit","Rumble Pit","6th","580492628"
"One Bomb","6/28/2008 6:15:10 AM","Valhalla","Ranked Big Team","1st","580263902"
"One Bomb","6/28/2008 5:55:21 AM","Valhalla","Ranked Big Team","1st","580253122"
"Neutral Assault","6/28/2008 5:23:47 AM","Valhalla","Ranked Big Team","1st","580237284"
"1 Flag CTF","6/28/2008 5:07:05 AM","Last Resort","Ranked Big Team","1st","580229415"
"1 Flag CTF","6/28/2008 4:49:35 AM","Sandtrap","Ranked Big Team","2nd","580221477"
"Team Slayer","6/27/2008 2:14:15 PM","Last Resort","Social Slayer","1st","578847016"
"Big Team Slayer","6/27/2008 2:00:48 PM","Sandtrap","Big Team Social","1st","578945679"
"Multi Flag CTF","6/27/2008 1:42:35 PM","Standoff","Big Team Social","1st","578780260"
"Team Slayer","6/27/2008 1:33:53 PM","Standoff","Team Slayer","1st","578761762"
"Team BRs","6/27/2008 1:22:33 PM","Narrows","Team Slayer","2nd","578737567"
"Team BRs","6/27/2008 1:12:33 PM","Standoff","Team Slayer","1st","578716316"
"Team Snipers","6/27/2008 12:57:45 PM","Standoff","Team Slayer","2nd","578685569"
"Team Slayer","6/27/2008 12:43:47 PM","Construct","Social Slayer","1st","578656888"
"Team BRs","6/27/2008 12:32:33 PM","Guardian","Social Slayer","1st","578633239"
"Slayer","6/27/2008 12:17:01 PM","Isolation","Rumble Pit","3rd","578602782"
"Slayer","6/27/2008 12:03:46 PM","Guardian","Rumble Pit","3rd","578576676"
"Crazy King","6/27/2008 7:51:10 AM","Foundry","Lone Wolves","5th","578203325"
"Slayer","6/27/2008 7:44:27 AM","Isolation","Lone Wolves","3rd","578197804"
"Slayer","6/27/2008 7:34:23 AM","Guardian","Lone Wolves","5th","578189404"
"Slayer BRs","6/27/2008 7:24:35 AM","The Pit","Lone Wolves","1st","578181768"
"Swords","6/27/2008 7:12:17 AM","Narrows","Rumble Pit","3rd","578172823"
"Crazy King","6/27/2008 7:01:15 AM","The Pit","Rumble Pit","6th","578165808"
"Team Slayer","6/26/2008 6:52:53 PM","Isolation","Team Slayer","1st","577327733"
"Team Slayer","6/26/2008 6:42:17 PM","Standoff","Team Slayer","2nd","577304882"
"Team BRs","6/26/2008 6:30:53 PM","The Pit","Team Slayer","2nd","577279058"
"Team BRs","6/26/2008 6:15:28 PM","Narrows","Team Slayer","2nd","577247577"
"Team Slayer","6/26/2008 6:04:42 PM","Foundry","Team Slayer","2nd","577225117"
"Team BRs","6/26/2008 5:53:29 PM","Guardian","Team Slayer","2nd","577201364"
"Team Slayer","6/26/2008 5:41:46 PM","Epitaph","Team Doubles","2nd","577177202"
"Team Slayer","6/26/2008 5:31:24 PM","Last Resort","Social Slayer","1st","577155499"
"Team BRs","6/26/2008 5:16:19 PM","Guardian","Team Doubles","2nd","577125154"
"Slayer","6/26/2008 5:01:29 PM","Snowbound","Rumble Pit","3rd","577094617"
"Slayer","6/26/2008 7:02:47 AM","Narrows","Rumble Pit","4th","576068168"
"Swords","6/26/2008 6:47:59 AM","Narrows","Rumble Pit","5th","576059681"
"Swords","6/26/2008 6:39:09 AM","Epitaph","Rumble Pit","3rd","576054785"
"Team BRs","6/25/2008 5:29:16 PM","Guardian","Team Slayer","1st","575084242"
"Team Snipers","6/25/2008 5:19:22 PM","Standoff","Team Slayer","2nd","575064221"
"Shotty Snipers","6/25/2008 5:04:44 PM","Standoff","Team Slayer","2nd","575034585"
"Shotty Snipers","6/25/2008 4:52:05 PM","The Pit","Team Slayer","2nd","575009445"
"Team Slayer","6/25/2008 4:41:37 PM","Guardian","Team Slayer","1st","574988284"
"Team BRs","6/25/2008 4:31:58 PM","Foundry","Team Slayer","1st","574968674"
"Swords","6/25/2008 4:21:51 PM","Foundry","Rumble Pit","1st","574948263"
"Slayer","6/25/2008 4:14:02 PM","Snowbound","Rumble Pit","3rd","574932769"
"Slayer","6/25/2008 4:01:58 PM","Construct","Lone Wolves","3rd","574908202"
"Slayer","6/25/2008 3:50:40 PM","Foundry","Lone Wolves","1st","574885262"
"Slayer","6/25/2008 3:39:03 PM","Narrows","Rumble Pit","1st","574861545"
"Hammerzeit","6/25/2008 9:34:58 AM","Foundry","Rumble Pit","6th","574161048"
"Swords","6/25/2008 9:27:52 AM","The Pit","Rumble Pit","1st","574151758"
"Slayer","6/25/2008 5:21:48 AM","Snowbound","Rumble Pit","1st","573966976"
"Team Slayer","6/24/2008 5:22:01 PM","Standoff","Team Slayer","1st","573028506"
"Team BRs","6/24/2008 5:04:24 PM","Snowbound","Team Slayer","2nd","572992807"
"Multi Flag BRs","6/24/2008 4:49:27 PM","Valhalla","Team Objective","2nd","572961942"
"Assault","6/24/2008 4:31:35 PM","The Pit","Team Objective","1st","572925118"
"Multi Flag CTF","6/24/2008 4:20:20 PM","Narrows","Team Objective","2nd","572902372"
"Multi Flag CTF","6/24/2008 4:10:13 PM","The Pit","Team Objective","1st","572881845"
"Team Crazy King","6/24/2008 3:53:44 PM","The Pit","Multi Team","4th","572847853"
"Team Slayer","6/24/2008 3:40:38 PM","Epitaph","Multi Team","2nd","572821003"
"Slayer","6/24/2008 3:24:29 PM","High Ground","Lone Wolves","3rd","572787090"
"Slayer","6/24/2008 3:12:33 PM","Epitaph","Rumble Pit","2nd","572761881"
"Slayer","6/24/2008 11:33:54 AM","Guardian","Lone Wolves","6th","572298702"
"Slayer","6/24/2008 11:23:37 AM","The Pit","Lone Wolves","4th","572279291"
"Oddball","6/24/2008 11:11:32 AM","Guardian","Lone Wolves","2nd","572257011"
"Hammerzeit","6/24/2008 11:03:01 AM","Narrows","Rumble Pit","1st","572241978"
"Slayer BRs","6/24/2008 9:53:53 AM","Isolation","Lone Wolves","3rd","572130446"
"Slayer","6/24/2008 9:41:55 AM","Snowbound","Lone Wolves","4th","572113211"
"Slayer BRs","6/24/2008 9:28:11 AM","Guardian","Lone Wolves","2nd","572093877"
"Oddball","6/24/2008 9:17:26 AM","Foundry","Lone Wolves","3rd","572079651"
"Slayer","6/24/2008 9:11:14 AM","Construct","Lone Wolves","1st","572071904"
"Team Slayer","6/24/2008 8:50:54 AM","Isolation","Multi Team","2nd","572047173"
"Team Swords","6/24/2008 8:34:18 AM","Foundry","Multi Team","1st","572031314"
"Slayer","6/24/2008 7:03:31 AM","Epitaph","Lone Wolves","2nd","571954491"
"Slayer","6/24/2008 6:50:04 AM","The Pit","Rumble Pit","2nd","571946762"
"Slayer","6/24/2008 6:37:28 AM","Narrows","Rumble Pit","4th","571940004"
"Slayer BRs","6/24/2008 2:58:30 AM","Guardian","Lone Wolves","3rd","571861214"
"Slayer","6/24/2008 2:45:59 AM","Snowbound","Rumble Pit","2nd","571856263"
"Juggernaut","6/24/2008 2:32:48 AM","The Pit","Rumble Pit","4th","571850950"
"Hammerzeit","6/24/2008 2:28:17 AM","Guardian","Rumble Pit","1st","571848598"
"Crazy King","6/24/2008 2:21:11 AM","Narrows","Rumble Pit","5th","571845343"
"Team Slayer","6/23/2008 4:47:14 PM","Epitaph","Multi Team","1st","570886756"
"Team Slayer","6/23/2008 4:35:21 PM","Narrows","Team Doubles","2nd","570861414"
"Rocket Race","6/23/2008 4:21:15 PM","Valhalla","Rocket Race","2nd","570832413"
"VIP","6/23/2008 4:16:11 PM","Valhalla","Multi Team","1st","570821536"
"Shotty Snipers","6/23/2008 4:04:41 PM","Valhalla","Social Slayer","1st","570797263"
"Hammerzeit","6/23/2008 3:49:34 PM","Foundry","Rumble Pit","1st","570765506"
"Slayer","6/23/2008 11:58:17 AM","Isolation","Rumble Pit","2nd","570264599"
"Slayer","6/23/2008 10:05:58 AM","Guardian","Lone Wolves","1st","570062612"
"Slayer","6/23/2008 9:55:20 AM","Guardian","Lone Wolves","3rd","570046744"
"Slayer","6/23/2008 9:37:43 AM","Epitaph","Lone Wolves","1st","570020802"
"Slayer","6/23/2008 9:27:09 AM","Guardian","Rumble Pit","2nd","570005810"
"Slayer BRs","6/23/2008 8:32:08 AM","The Pit","Lone Wolves","1st","569939230"
"Slayer","6/23/2008 8:12:44 AM","Epitaph","Lone Wolves","1st","569919464"
"Slayer","6/23/2008 7:59:00 AM","Guardian","Lone Wolves","4th","569907820"
"Crazy King","6/23/2008 7:50:44 AM","Epitaph","Lone Wolves","6th","569899808"
"Slayer","6/23/2008 7:37:42 AM","Construct","Rumble Pit","2nd","569890384"
"Juggernaut","6/23/2008 7:17:28 AM","Narrows","Rumble Pit","2nd","569875726"
"Ninjaball","6/23/2008 7:11:59 AM","Snowbound","Rumble Pit","4th","569872155"
"Slayer","6/23/2008 7:06:43 AM","Snowbound","Rumble Pit","1st","569868847"
"Shotty Snipers","6/23/2008 5:33:19 AM","Narrows","Social Slayer","1st","569826118"
"Team Slayer","6/23/2008 4:50:15 AM","Narrows","Social Slayer","2nd","569832680"
"Shotty Snipers","6/23/2008 4:44:07 AM","Valhalla","Social Slayer","2nd","569809663"
"Swords","6/23/2008 4:29:11 AM","Guardian","Lone Wolves","5th","569804903"
"Swords","6/23/2008 4:19:29 AM","Epitaph","Rumble Pit","5th","569802094"
"Hammerzeit","6/23/2008 4:08:22 AM","Construct","Rumble Pit","4th","569798511"
"VIP","6/22/2008 5:14:38 PM","Guardian","Multi Team","1st","568866618"
"Team Slayer","6/22/2008 5:01:03 PM","Foundry","Multi Team","4th","568838043"
"Rocket Race","6/22/2008 4:49:23 PM","Valhalla","Rocket Race","3rd","568813441"
"Team Crazy King","6/22/2008 4:40:57 PM","Guardian","Multi Team","4th","568795456"
"Team Hammers","6/22/2008 4:28:22 PM","Narrows","Multi Team","1st","568768955"
"Team Slayer","6/22/2008 4:19:12 PM","Snowbound","Team Doubles","1st","568749667"
"Team Slayer","6/22/2008 4:06:49 PM","Epitaph","Multi Team","1st","568723835"
"Team Slayer","6/22/2008 3:53:12 PM","Last Resort","Multi Team","1st","568694653"
